Year,Lender_LEI,State,County_Code,Census_Tract,Approved,Denied,Race,Sex,Income,Log_Income,Loan_Amount,Log_Loan_Amount,LTV,Loan_Type,DTI_Ratio,preapproval,Occupancy_Type,Index
2019,7H6GLXDRUGQFU57RNE97,IL,17063.0,17063000102.0,1,0,0_White,Female,193.0,5.262690188904886,275000.0,12.524526376648708,95.0,Conventional,20%-<30%,2,1,416100
2019,54930073P3QM9MWXOT53,IL,17143.0,17143002600.0,0,1,Latinx,0_Male,106.0,4.663439094112067,35000.0,10.46310334047155,82.0,Conventional,20%-<30%,2,3,66071
2019,549300C04BJ0G297NC13,IL,17053.0,17053961900.0,1,0,0_White,0_Male,240.0,5.480638923341991,235000.0,12.367340793126296,95.0,Conventional,0%-20%,2,1,148808
2019,549300XAJENHWRM32Z86,IL,17167.0,17167003901.0,1,0,0_White,Female,90.0,4.499809670330265,155000.0,11.951180395901384,80.0,Conventional,39,2,1,398200
2019,549300AI4ZHB6MX23W09,IL,17031.0,17031807900.0,1,0,0_White,Female,104.0,4.6443908991413725,385000.0,12.86099861326992,95.0,Conventional,44,2,1,162375
2019,B4TYDEB6GKMZO031MB27,IL,17031.0,17031150600.0,0,1,Asian,Female,64.0,4.1588830833596715,125000.0,11.736069016284437,97.0,Conventional,20%-<30%,2,1,169656
2019,549300SELI3XCH3UZW80,IL,17031.0,17031828602.0,1,0,Black,Female,119.0,4.77912349311153,165000.0,12.013700752882718,80.0,Conventional,37,2,1,8684
2019,ZF85QS7OXKPBG52R7N18,IL,17031.0,17031660400.0,1,0,Latinx,Female,42.0,3.7376696182833684,115000.0,11.652687407345388,97.0,Conventional,43,2,1,41434
2019,549300J6N77Q8OHYNF23,IL,17201.0,17201003806.0,1,0,0_White,0_Male,56.0,4.02535169073515,135000.0,11.813030057420567,80.0,Conventional,38,2,1,221214
2019,549300HW662MN1WU8550,IL,17097.0,17097864513.0,1,0,0_White,0_Male,90.0,4.499809670330265,335000.0,12.721885810807203,85.0,Conventional,48,2,1,525544
2019,2549008684GZZI5B5H82,IL,17089.0,17089852003.0,1,0,0_White,0_Male,318.0,5.762051382780177,95000.0,11.461632170582678,90.0,Conventional,50%-60%,2,1,187825
2019,6BYL5QZYBDK8S7L73M02,IL,17031.0,17031828504.0,0,1,0_White,0_Male,38.0,3.6375861597263857,45000.0,10.714417768752456,80.0,Conventional,>60%,2,3,243902
2019,C398JSK21YCXWM603F55,IL,17031.0,17031825304.0,1,0,Black,0_Male,59.0,4.07753744390572,255000.0,12.449018824140563,100.0,VA,50%-60%,2,1,219744
2019,254900IXEISQI8732W73,IL,,17043841607.0,1,0,0_White,Female,73.0,4.290459441148391,85000.0,11.350406535472453,80.0,Conventional,49,2,3,76295
2019,549300U3721PJGQZYY68,IL,17019.0,17019001203.0,1,0,0_White,Female,53.0,3.970291913552122,85000.0,11.350406535472453,80.0,Conventional,20%-<30%,2,1,491248
2019,549300U3721PJGQZYY68,IL,17097.0,17097864514.0,1,0,0_White,Female,196.0,5.278114659230517,235000.0,12.367340793126296,80.0,Conventional,0%-20%,2,1,497451
2019,ZF85QS7OXKPBG52R7N18,IL,17163.0,17163504303.0,1,0,0_White,0_Male,106.0,4.663439094112067,215000.0,12.2783933071098,98.251,VA,50%-60%,1,1,41175
2019,549300U3721PJGQZYY68,IL,17063.0,17063000103.0,1,0,Latinx,0_Male,86.0,4.454347296253507,235000.0,12.367340793126296,97.0,Conventional,47,2,1,484558
2019,549300J7I82PNDVU8H22,IL,17031.0,17031560700.0,1,0,Latinx,Female,73.0,4.290459441148391,285000.0,12.560244459250788,95.0,Conventional,30%-<36%,2,1,26458
2019,549300MGPZBLQDIL7538,IL,17197.0,17197881012.0,1,0,0_White,Female,162.0,5.087596335232384,375000.0,12.834681304952548,95.0,FHA,44,2,1,134599
2019,549300V8CF81JGIV7038,IL,17043.0,17043845601.0,1,0,0_White,0_Male,95.0,4.553876891600541,285000.0,12.560244459250788,80.0,Conventional,20%-<30%,2,1,377064
2019,549300LBCBNR1OT00651,IL,17111.0,17111871104.0,1,0,0_White,Female,58.0,4.060443010546419,175000.0,12.072541252905651,95.0,FHA,49,2,1,548804
2019,549300L0EV5UM3IRHJ33,IL,17167.0,17167003202.0,0,1,0_White,Female,56.0,4.02535169073515,85000.0,11.350406535472453,96.97,Conventional,20%-<30%,2,1,208397
2019,549300HGDJQ37M5BE268,IL,17019.0,17019010700.0,1,0,0_White,0_Male,122.0,4.804021044733257,235000.0,12.367340793126296,95.0,Conventional,44,2,1,116284
2019,254900O723MCLR701H50,IL,17031.0,17031808200.0,1,0,Asian,0_Male,48.0,3.871201010907891,295000.0,12.594730635321957,90.0,Conventional,41,2,1,556148
2019,549300YOESI1GLKRL151,IL,17031.0,17031824005.0,1,0,0_White,0_Male,121.0,4.795790545596741,485000.0,13.091904169919621,74.691,Conventional,39,2,1,552753
2019,C398JSK21YCXWM603F55,IL,17111.0,17111870702.0,1,0,0_White,Female,68.0,4.219507705176107,135000.0,11.813030057420567,97.0,Conventional,30%-<36%,2,1,218845
2019,549300O7SGM8FH65GQ47,IL,17105.0,17105960600.0,1,0,0_White,0_Male,50.0,3.912023005428146,155000.0,11.951180395901384,100.0,VA,43,2,1,353314
2019,549300BU5TSYOCF3Y655,IL,17089.0,17089854800.0,1,0,0_White,Female,110.0,4.700480365792417,305000.0,12.628067055589549,88.235,Conventional,39,2,1,180741
2019,549300FGXN1K3HLB1R50,IL,17197.0,17197883806.0,0,1,Black,Female,44.0,3.784189633918261,255000.0,12.449018824140563,102.16,FHA,>60%,2,1,196825
2019,5493000NYUJT9UC6G261,IL,17097.0,17097861010.0,1,0,Latinx,0_Male,71.0,4.2626798770413155,185000.0,12.128111104060462,96.5,FHA,39,2,1,390319
2019,6BYL5QZYBDK8S7L73M02,IL,17031.0,17031440300.0,1,0,Black,Female,42.0,3.7376696182833684,155000.0,11.951180395901384,101.07,Conventional,45,2,1,242774
2019,549300L0EV5UM3IRHJ33,IL,17099.0,17099963300.0,1,0,0_White,Female,42.0,3.7376696182833684,125000.0,11.736069016284437,91.3,FHA,46,2,1,208634
2019,7H6GLXDRUGQFU57RNE97,IL,17031.0,17031839100.0,1,0,Asian,Female,65.0,4.174387269895637,285000.0,12.560244459250788,79.0,Conventional,43,2,1,408640
2019,549300QX0QWWJKEY4R28,IL,17197.0,17197881116.0,1,0,0_White,0_Male,156.0,5.049856007249537,365000.0,12.80765263256463,80.0,Conventional,45,2,1,445268
2019,B4TYDEB6GKMZO031MB27,IL,17031.0,17031841200.0,1,0,Black,Female,84.0,4.430816798843313,665000.0,13.407542319637992,100.0,Conventional,50%-60%,2,1,170959
2019,CKVBED0S4DMLKJJ5XH28,IL,17105.0,17105960100.0,1,0,0_White,Female,168.0,5.123963979403259,65000.0,11.082142548877775,80.0,Conventional,30%-<36%,2,2,76638
2019,254900GLWBN0BE3PD014,IL,17031.0,17031824004.0,1,0,Latinx,0_Male,110.0,4.700480365792417,365000.0,12.80765263256463,80.0,Conventional,37,2,1,360770
2019,549300LI5KT42YX5L588,IL,17201.0,17201003500.0,1,0,0_White,Female,61.0,4.110873864173311,95000.0,11.461632170582678,95.0,Conventional,30%-<36%,1,1,449096
2019,549300LYRWPSYPK6S325,IL,17097.0,17097864203.0,1,0,0_White,0_Male,79.0,4.3694478524670215,175000.0,12.072541252905651,85.22,FHA,20%-<30%,2,1,20243
2019,QFROUN1UWUYU0DVIWD51,IL,17031.0,17031824503.0,1,0,Latinx,0_Male,77.0,4.343805421853684,105000.0,11.56171562913966,80.0,Conventional,0%-20%,2,1,302114
2019,7H6GLXDRUGQFU57RNE97,IL,17031.0,17031070700.0,1,0,0_White,0_Male,95.0,4.553876891600541,325000.0,12.691580461311874,80.0,Conventional,30%-<36%,2,1,420098
2019,5493004T9SQFCNRQ2L76,IL,17119.0,17119402900.0,1,0,0_White,0_Male,93.0,4.532599493153256,225000.0,12.323855681186558,97.0,Conventional,30%-<36%,2,1,571068
2019,549300UHEEV73TKCZY62,IL,17031.0,17031700402.0,1,0,Latinx,0_Male,58.0,4.060443010546419,215000.0,12.2783933071098,90.0,Conventional,41,2,1,452966
2019,QFROUN1UWUYU0DVIWD51,IL,17043.0,17043841209.0,1,0,0_White,0_Male,74.0,4.30406509320417,145000.0,11.884489021402711,74.359,Conventional,20%-<30%,2,1,300522
2019,549300NSOTTGIGCIV712,IL,17161.0,17161020300.0,1,0,Black,Female,86.0,4.454347296253507,155000.0,11.951180395901384,90.0,Conventional,20%-<30%,1,1,37987
2019,2549008684GZZI5B5H82,IL,17197.0,17197880310.0,1,0,0_White,0_Male,85.0,4.442651256490317,245000.0,12.409013489526863,97.0,Conventional,30%-<36%,2,1,188024
2019,DRMSV1Q0EKMEXLAU1P80,IL,17197.0,17197883515.0,1,0,0_White,0_Male,401.0,5.993961427306569,535000.0,13.190022025878143,90.0,Conventional,38,2,1,378069
2019,549300RIPPSJXAQKZ383,IL,17115.0,17115002401.0,1,0,0_White,Female,42.0,3.7376696182833684,105000.0,11.56171562913966,97.0,Conventional,48,2,1,3729
2019,2549001E11O22GGBEL86,IL,17137.0,17137952200.0,1,0,0_White,0_Male,61.0,4.110873864173311,75000.0,11.225243392518447,50.0,Conventional,36,2,1,15043
2019,KB1H1DSPRFMYMCUFXT09,IL,17111.0,17111871104.0,1,0,0_White,0_Male,108.0,4.68213122712422,215000.0,12.2783933071098,80.0,Conventional,37,2,1,268909
2019,549300OPCWU6E72WUT29,IL,17031.0,17031661000.0,0,1,Black,Female,42.0,3.7376696182833684,195000.0,12.180754837545884,96.5,FHA,50%-60%,2,1,514319
2019,KB1H1DSPRFMYMCUFXT09,IL,17057.0,17057953300.0,1,0,0_White,0_Male,71.0,4.2626798770413155,125000.0,11.736069016284437,100.0,RHS or FSA,40,2,1,266669
2019,5493000F6NFDOVVZP043,IL,17037.0,17037000100.0,1,0,0_White,0_Male,72.0,4.276666119016055,175000.0,12.072541252905651,101.01,RHS or FSA,20%-<30%,2,1,87102
2019,549300E2UX99HKDBR481,IL,17199.0,17199020300.0,1,0,0_White,Female,65.0,4.174387269895637,45000.0,10.714417768752456,96.499,FHA,49,2,1,511956
2019,549300J6N77Q8OHYNF23,IL,17201.0,17201000104.0,1,0,0_White,0_Male,40.0,3.6888794541139363,85000.0,11.350406535472453,103.48,FHA,37,2,1,220737
2019,549300HW662MN1WU8550,IL,17031.0,17031806003.0,1,0,0_White,Female,53.0,3.970291913552122,205000.0,12.230765258120545,90.0,Conventional,40,2,1,522663
2019,7H6GLXDRUGQFU57RNE97,IL,17161.0,17161020300.0,1,0,Black,0_Male,27.0,3.295836866004329,125000.0,11.736069016284437,80.0,Conventional,43,2,1,418722
2019,KB1H1DSPRFMYMCUFXT09,IL,17019.0,17019001100.0,1,0,0_White,0_Male,125.0,4.8283137373023015,265000.0,12.487485104968359,95.0,Conventional,38,2,1,274052
2019,7H6GLXDRUGQFU57RNE97,IL,17031.0,17031802505.0,0,1,0_White,0_Male,37.0,3.6109179126442243,215000.0,12.2783933071098,96.5,FHA,>60%,2,1,409549
2019,549300ZUZB0H1M5M3I66,IL,17043.0,17043841109.0,1,0,Asian,Female,56.0,4.02535169073515,115000.0,11.652687407345388,63.0,Conventional,48,1,1,467811
2019,549300YD7XJM19TH5O82,IL,17179.0,17179020400.0,1,0,0_White,Female,48.0,3.871201010907891,75000.0,11.225243392518447,97.0,Conventional,20%-<30%,1,1,317678
2019,549300U3721PJGQZYY68,IL,17031.0,17031060100.0,1,0,0_White,0_Male,181.0,5.198497031265826,185000.0,12.128111104060462,70.0,Conventional,36,2,1,493763
2019,5493003KZFGGEWCRH554,IL,17089.0,17089852403.0,0,1,0_White,0_Male,154.0,5.0369526024136295,315000.0,12.66032791780777,85.0,Conventional,30%-<36%,2,1,561145
2019,549300BBKMRS6J0CB539,IL,17031.0,17031770901.0,1,0,Black,0_Male,148.0,4.997212273764115,285000.0,12.560244459250788,96.5,FHA,40,2,1,111273
2019,C398JSK21YCXWM603F55,IL,17031.0,17031510200.0,1,0,Black,0_Male,69.0,4.23410650459726,35000.0,10.46310334047155,103.0,FHA,0%-20%,2,1,212369
2019,EQTWLK1G7ODGC2MGLV11,IL,17031.0,17031827600.0,1,0,Black,0_Male,40.0,3.6888794541139363,55000.0,10.915088464214607,100.0,Conventional,20%-<30%,2,1,453159
2019,B4TYDEB6GKMZO031MB27,IL,17043.0,17043841327.0,1,0,Asian,Female,92.0,4.5217885770490405,335000.0,12.721885810807203,80.0,Conventional,39,2,1,165535
2019,QFROUN1UWUYU0DVIWD51,IL,17093.0,17093890102.0,1,0,0_White,0_Male,61.0,4.110873864173311,155000.0,11.951180395901384,80.0,Conventional,20%-<30%,2,1,303041
2019,549300MGPZBLQDIL7538,IL,17197.0,17197881006.0,1,0,0_White,0_Male,71.0,4.2626798770413155,295000.0,12.594730635321957,80.0,Conventional,47,2,1,135070
2019,549300C4RD3C53QCM649,IL,17031.0,17031804106.0,1,0,0_White,0_Male,74.0,4.30406509320417,165000.0,12.013700752882718,99.286,Conventional,42,2,1,79201
2019,5493009X43PYFESZ7G38,IL,17137.0,17137952100.0,1,0,0_White,0_Male,53.0,3.970291913552122,65000.0,11.082142548877775,80.0,Conventional,37,2,1,84749
2019,549300AR4BCLQFU47165,IL,17073.0,17073030100.0,1,0,0_White,0_Male,112.0,4.718498871295094,125000.0,11.736069016284437,67.568,Conventional,0%-20%,1,1,52289
2019,KB1H1DSPRFMYMCUFXT09,IL,17197.0,17197880420.0,1,0,0_White,0_Male,37.0,3.6109179126442243,185000.0,12.128111104060462,50.0,Conventional,49,2,1,263323
2019,B94HV8SXGDD3J5XESU08,IL,17043.0,17043846205.0,1,0,0_White,0_Male,190.0,5.247024072160486,495000.0,13.112313041550827,100.0,VA,20%-<30%,2,1,178568
2019,SS1TRMSN6BRNMOREEV51,IL,17097.0,17097861901.0,1,0,Latinx,Female,69.0,4.23410650459726,175000.0,12.072541252905651,99.88,FHA,43,2,1,383937
2019,549300FGXN1K3HLB1R50,IL,17143.0,17143002900.0,1,0,0_White,0_Male,35.0,3.5553480614894135,125000.0,11.736069016284437,96.5,FHA,42,2,1,199901
2019,549300VLXW0YGTWFT173,IL,17077.0,17077011000.0,1,0,0_White,0_Male,61.0,4.110873864173311,115000.0,11.652687407345388,78.788,Conventional,30%-<36%,2,1,127393
2019,549300U3721PJGQZYY68,IL,17031.0,17031190200.0,1,0,0_White,Female,146.0,4.983606621708336,325000.0,12.691580461311874,95.0,Conventional,20%-<30%,2,1,481665
2019,XC7Z0BA39TU7L1AKOJ12,IL,17089.0,17089850702.0,1,0,0_White,0_Male,81.0,4.394449154672439,125000.0,11.736069016284437,41.66,Conventional,45,2,1,366061
2019,5493000F6NFDOVVZP043,IL,17201.0,17201003711.0,1,0,0_White,0_Male,70.0,4.248495242049359,165000.0,12.013700752882718,100.0,VA,30%-<36%,2,1,87533
2019,OTQ7L99FG3H1GQVQBT56,IL,17201.0,17201003709.0,1,0,0_White,0_Male,41.0,3.713572066704308,65000.0,11.082142548877775,100.0,Conventional,20%-<30%,2,1,359351
2019,549300AG64NHILB7ZP05,IL,17031.0,17031841600.0,1,0,Black,Female,41.0,3.713572066704308,175000.0,12.072541252905651,100.621,FHA,44,2,1,538356
2019,549300VP1VKDLSCAH317,IL,17031.0,17031828506.0,1,0,Black,Female,86.0,4.454347296253507,35000.0,10.46310334047155,87.948,Conventional,20%-<30%,2,1,222013
2019,2549003SD8SH7JXN6S72,IL,17001.0,17001000100.0,1,0,0_White,0_Male,82.0,4.406719247264253,135000.0,11.813030057420567,60.0,Conventional,43,2,1,95779
2019,7H6GLXDRUGQFU57RNE97,IL,17197.0,17197883514.0,1,0,0_White,0_Male,57.0,4.04305126783455,265000.0,12.487485104968359,80.0,Conventional,49,2,1,417408
2019,549300JYXTZDSPJEPI44,IL,17031.0,17031810702.0,1,0,0_White,0_Male,57.0,4.04305126783455,245000.0,12.409013489526863,94.994,Conventional,39,2,1,153008
2019,549300VMX06UV1F7NS76,IL,17031.0,17031816900.0,1,0,Black,0_Male,63.0,4.143134726391533,205000.0,12.230765258120545,96.5,FHA,39,2,1,86158
2019,549300AQ83ZR1PW5DB53,IL,17161.0,17161020900.0,1,0,0_White,Female,65.0,4.174387269895637,55000.0,10.915088464214607,86.0,Conventional,41,2,1,96085
2019,5493000D7DINI9PZN749,IL,17163.0,17163501603.0,1,0,0_White,0_Male,781.0,6.660575149839686,145000.0,11.884489021402711,80.0,Conventional,48,1,1,357844
2019,549300U3721PJGQZYY68,IL,17031.0,17031831900.0,1,0,0_White,0_Male,103.0,4.634728988229636,275000.0,12.524526376648708,97.0,Conventional,20%-<30%,2,1,478071
2019,549300J7XKT2BI5WX213,IL,17197.0,17197880416.0,1,0,Latinx,0_Male,64.0,4.1588830833596715,155000.0,11.951180395901384,95.0,Conventional,44,2,1,460191
2019,549300MGPZBLQDIL7538,IL,17163.0,17163504351.0,1,0,Black,Female,110.0,4.700480365792417,255000.0,12.449018824140563,96.5,FHA,30%-<36%,2,1,136446
2019,549300UHEEV73TKCZY62,IL,17031.0,17031440201.0,1,0,Black,Female,64.0,4.1588830833596715,245000.0,12.409013489526863,101.268,Conventional,41,2,1,453004
2019,549300HW662MN1WU8550,IL,17111.0,17111871107.0,1,0,0_White,0_Male,93.0,4.532599493153256,315000.0,12.66032791780777,92.69,Conventional,37,2,1,521886
2019,549300BBKMRS6J0CB539,IL,17031.0,17031830100.0,1,0,Black,Female,28.0,3.332204510175204,85000.0,11.350406535472453,105.294,FHA,43,2,1,112072
2019,549300BXWU32AYWT1A56,IL,17043.0,17043840904.0,0,1,Asian,0_Male,70.0,4.248495242049359,215000.0,12.2783933071098,80.0,Conventional,30%-<36%,2,1,377362
2019,E57ODZWZ7FF32TWEFA76,IL,17031.0,17031820901.0,0,1,Latinx,0_Male,51.0,3.9318256327243257,175000.0,12.072541252905651,97.0,Conventional,41,2,1,145905
2019,5493000TY1MM1LLTM666,IL,17043.0,17043840102.0,1,0,0_White,Female,84.0,4.430816798843313,205000.0,12.230765258120545,79.608,Conventional,20%-<30%,1,1,44545
2019,6BYL5QZYBDK8S7L73M02,IL,17031.0,17031770201.0,0,1,Latinx,Female,53.0,3.970291913552122,185000.0,12.128111104060462,95.0,Conventional,48,2,1,242811
2019,549300L8JRY60EOROT34,IL,17163.0,17163501603.0,1,0,0_White,Female,22.0,3.091042453358316,45000.0,10.714417768752456,100.0,Conventional,43,2,1,252229
2019,5493001R92DY5DI1DI85,IL,17197.0,17197883510.0,1,0,0_White,Female,66.0,4.189654742026425,155000.0,11.951180395901384,80.0,Conventional,45,2,1,159882
2019,549300LI5KT42YX5L588,IL,17201.0,17201003805.0,1,0,0_White,0_Male,26.0,3.258096538021482,75000.0,11.225243392518447,43.605,Conventional,20%-<30%,2,1,449237
2019,KB1H1DSPRFMYMCUFXT09,IL,17173.0,17173959100.0,1,0,0_White,0_Male,43.0,3.7612001156935624,165000.0,12.013700752882718,68.571,Conventional,49,2,1,267602
2019,254900QRD0ZXHH08TX87,IL,17097.0,17097863904.0,1,0,0_White,Female,305.0,5.720311776607412,505000.0,13.132313708257497,80.0,Conventional,42,2,1,318154
2019,549300BRJZYHYKT4BJ84,IL,17031.0,17031837800.0,0,1,0_White,Female,67.0,4.204692619390966,275000.0,12.524526376648708,97.0,Conventional,30%-<36%,2,1,91046
2019,549300J7XKT2BI5WX213,IL,17031.0,17031804104.0,1,0,Asian,Female,32.0,3.4657359027997265,135000.0,11.813030057420567,70.0,Conventional,39,2,1,460527
2019,7H6GLXDRUGQFU57RNE97,IL,17043.0,17043846313.0,1,0,0_White,0_Male,285.0,5.652489180268651,485000.0,13.091904169919621,78.09,Conventional,20%-<30%,2,1,417795
2019,549300U3721PJGQZYY68,IL,17031.0,17031825400.0,1,0,0_White,0_Male,67.0,4.204692619390966,205000.0,12.230765258120545,80.0,Conventional,20%-<30%,2,1,496139
2019,QFROUN1UWUYU0DVIWD51,IL,17031.0,17031819801.0,1,0,0_White,0_Male,209.0,5.342334251964811,785000.0,13.573438996764546,80.0,Conventional,37,2,1,300348
2019,549300O7SGM8FH65GQ47,IL,17147.0,17147954500.0,1,0,0_White,0_Male,185.0,5.220355825078324,235000.0,12.367340793126296,100.0,VA,30%-<36%,2,1,355765
2019,549300WUGYTMN4HIT493,IL,17043.0,17043846519.0,1,0,0_White,0_Male,216.0,5.375278407684165,35000.0,10.46310334047155,77.11,Conventional,41,2,1,94282
2019,549300CP7747DCRW6U68,IL,17163.0,17163503100.0,1,0,0_White,Female,116.0,4.7535901911063645,105000.0,11.56171562913966,67.32,FHA,20%-<30%,2,1,164722
2019,549300XWUSRVVOHPRY47,IL,17097.0,17097860807.0,1,0,0_White,0_Male,65.0,4.174387269895637,45000.0,10.714417768752456,99.0,Conventional,0%-20%,2,1,396802
2019,254900D8UVDBN0LNLV64,IL,17201.0,17201003604.0,1,0,0_White,0_Male,23.0,3.1354942159291497,45000.0,10.714417768752456,96.5,FHA,20%-<30%,2,1,471485
2019,549300MGPZBLQDIL7538,IL,17089.0,17089852500.0,1,0,0_White,0_Male,101.0,4.61512051684126,195000.0,12.180754837545884,90.0,Conventional,46,2,1,141084
2019,549300YOESI1GLKRL151,IL,17031.0,17031823101.0,1,0,0_White,0_Male,60.0,4.0943445622221,75000.0,11.225243392518447,94.937,Conventional,41,2,1,552555
2019,549300HW662MN1WU8550,IL,17031.0,17031660800.0,1,0,Latinx,0_Male,65.0,4.174387269895637,175000.0,12.072541252905651,95.0,Conventional,43,2,1,519847
2019,549300YPQDQJM78AYS70,IL,17167.0,17167000504.0,0,1,Asian,0_Male,34.0,3.5263605246161616,45000.0,10.714417768752456,55.944,Conventional,30%-<36%,2,1,110540
2019,549300E2UX99HKDBR481,IL,17201.0,17201003904.0,1,0,0_White,0_Male,73.0,4.290459441148391,145000.0,11.884489021402711,95.0,FHA,37,2,1,511206
2019,5493001R92DY5DI1DI85,IL,17197.0,17197884003.0,1,0,Black,Female,40.0,3.6888794541139363,175000.0,12.072541252905651,98.19,FHA,50%-60%,2,1,158951
2019,549300LBCBNR1OT00651,IL,17089.0,17089852101.0,1,0,Latinx,0_Male,121.0,4.795790545596741,385000.0,12.86099861326992,100.0,VA,30%-<36%,2,1,548125
2019,549300FGXN1K3HLB1R50,IL,17041.0,17041952400.0,1,0,Latinx,Female,97.0,4.574710978503383,75000.0,11.225243392518447,96.5,FHA,20%-<30%,2,1,202689
2019,549300AG64NHILB7ZP05,IL,17031.0,17031842100.0,1,0,Latinx,0_Male,59.0,4.07753744390572,225000.0,12.323855681186558,97.0,Conventional,38,2,1,529878
2019,5493001R92DY5DI1DI85,IL,17031.0,17031833000.0,0,1,Asian,Female,202.0,5.308267697401205,485000.0,13.091904169919621,73.319,Conventional,47,2,3,160356
2019,KV8W1JTB8FZ821S5ED75,IL,17111.0,17111870703.0,1,0,0_White,Female,111.0,4.709530201312334,365000.0,12.80765263256463,89.988,Conventional,37,2,1,323369
2019,549300VJ7C5JB4W87F48,IL,17031.0,17031801000.0,1,0,0_White,Female,115.0,4.74493212836325,385000.0,12.86099861326992,95.0,Conventional,30%-<36%,2,1,370925
2019,549300L8JRY60EOROT34,IL,17119.0,17119403532.0,1,0,0_White,0_Male,91.0,4.51085950651685,205000.0,12.230765258120545,69.58,Conventional,37,2,1,251001
2019,549300AR4BCLQFU47165,IL,17161.0,17161021200.0,1,0,0_White,0_Male,30.0,3.4011973816621555,65000.0,11.082142548877775,79.762,Conventional,0%-20%,1,1,52793
2019,549300HW662MN1WU8550,IL,17031.0,17031760803.0,1,0,0_White,0_Male,85.0,4.442651256490317,175000.0,12.072541252905651,89.975,Conventional,0%-20%,2,1,523843
2019,SS1TRMSN6BRNMOREEV51,IL,17031.0,17031801400.0,1,0,0_White,0_Male,130.0,4.867534450455582,305000.0,12.628067055589549,70.93,Conventional,20%-<30%,2,1,383658
2019,549300FNXYY540N23N64,IL,17031.0,17031250500.0,1,0,0_White,0_Male,108.0,4.68213122712422,225000.0,12.323855681186558,80.0,Conventional,20%-<30%,2,1,254253
2019,E57ODZWZ7FF32TWEFA76,IL,17031.0,17031830005.0,1,0,Asian,0_Male,212.0,5.356586274672012,185000.0,12.128111104060462,94.74,Conventional,20%-<30%,1,1,143078
2019,549300VJ7C5JB4W87F48,IL,17031.0,17031250500.0,1,0,Latinx,0_Male,97.0,4.574710978503383,295000.0,12.594730635321957,80.0,Conventional,38,2,1,369970
2019,549300HW662MN1WU8550,IL,17097.0,17097864520.0,1,0,0_White,0_Male,59.0,4.07753744390572,225000.0,12.323855681186558,95.0,Conventional,41,2,1,526622
2019,KB1H1DSPRFMYMCUFXT09,IL,17031.0,17031813100.0,1,0,Asian,Female,152.0,5.0238805208462765,305000.0,12.628067055589549,97.0,Conventional,20%-<30%,2,1,264821
2019,549300J7XKT2BI5WX213,IL,17111.0,17111871306.0,1,0,0_White,Female,32.0,3.4657359027997265,255000.0,12.449018824140563,80.0,Conventional,30%-<36%,2,3,471068
2019,7H6GLXDRUGQFU57RNE97,IL,17089.0,17089852805.0,1,0,Asian,0_Male,61.0,4.110873864173311,195000.0,12.180754837545884,97.0,Conventional,46,2,1,409644
2019,549300U3721PJGQZYY68,IL,17031.0,17031830004.0,1,0,Black,0_Male,91.0,4.51085950651685,245000.0,12.409013489526863,96.5,FHA,46,2,1,502565
2019,549300CP7747DCRW6U68,IL,17163.0,17163504355.0,1,0,0_White,0_Male,121.0,4.795790545596741,305000.0,12.628067055589549,95.0,Conventional,42,2,1,164831
2019,549300U3721PJGQZYY68,IL,17031.0,17031242000.0,1,0,Asian,0_Male,155.0,5.043425116919247,385000.0,12.86099861326992,80.0,Conventional,30%-<36%,2,1,504770
2019,549300AG64NHILB7ZP05,IL,17031.0,17031110300.0,1,0,Latinx,Female,55.0,4.007333185232471,245000.0,12.409013489526863,96.5,FHA,38,2,1,535681
2019,5493001R92DY5DI1DI85,IL,17031.0,17031031000.0,1,0,0_White,Female,83.0,4.418840607796598,225000.0,12.323855681186558,67.692,Conventional,20%-<30%,2,1,159380
2019,5493000NYUJT9UC6G261,IL,17097.0,17097860301.0,1,0,Latinx,Female,40.0,3.6888794541139363,135000.0,11.813030057420567,100.0,FHA,50%-60%,2,1,390983
2019,549300MGPZBLQDIL7538,IL,17097.0,17097864410.0,1,0,0_White,0_Male,166.0,5.111987788356544,485000.0,13.091904169919621,88.018,Conventional,30%-<36%,2,1,135646
2019,5493001R92DY5DI1DI85,IL,17031.0,17031330200.0,1,0,0_White,0_Male,241.0,5.484796933490655,425000.0,12.959844447906553,90.0,Conventional,39,2,1,158880
2019,2549008684GZZI5B5H82,IL,17031.0,17031802702.0,1,0,Black,Female,39.0,3.6635616461296463,115000.0,11.652687407345388,95.0,Conventional,50%-60%,2,1,187936
2019,549300O7SGM8FH65GQ47,IL,17043.0,17043841326.0,1,0,0_White,0_Male,188.0,5.236441962829949,305000.0,12.628067055589549,95.0,Conventional,36,2,1,353333
2019,549300BU5TSYOCF3Y655,IL,17197.0,17197883902.0,1,0,0_White,Female,112.0,4.718498871295094,25000.0,10.126631103850338,9.99,Conventional,20%-<30%,2,1,181544
2019,549300O7SGM8FH65GQ47,IL,17113.0,17113000505.0,1,0,0_White,Female,65.0,4.174387269895637,155000.0,11.951180395901384,95.0,Conventional,39,2,1,353046
2019,5493000BIR9N6Y5KFV24,IL,17137.0,17137952100.0,1,0,0_White,Female,89.0,4.48863636973214,85000.0,11.350406535472453,90.0,Conventional,30%-<36%,2,1,81191
2019,549300MGPZBLQDIL7538,IL,17043.0,17043844401.0,0,1,0_White,Female,80.0,4.382026634673881,455000.0,13.028052697933088,90.0,Conventional,48,2,1,138087
